0.087944282,0.319308263,-0.197306117,0.330668973
0.385920293,0.761329102,-0.146091389,0.975524397
-0.444810889,0.533994911,0.124198844,0.854270324
-1.000673856,-1.001029108,-0.039412756,0.446448343
-0.920327008,-0.404010808,-0.232500419,1.499412101
0.904303417,0.667685565,-0.259449123,-0.759918318
-0.413117739,0.383145802,-0.523345391,-0.368679046
1.040592574,1.261609027,0.956235804,0.434518346
0.961295403,0.71919793,0.536888576,0.676972277
0.814350058,1.233674452,0.841135093,1.121559279
-0.431351161,-0.508670729,0.844975647,1.358179818
-1.40594132,-1.371518645,1.087624935,1.496290981
-1.20199733,-0.941423052,0.030000583,2.162898573
-0.236147237,-0.727153664,-1.717274669,0.682351203
1.014305511,1.751957839,-0.075712019,0.10995427
-0.607280125,0.185715366,-0.005056599,0.585977032
0.908264613,1.421855811,1.017490889,0.672224905
-0.420074185,-0.354479149,0.072037728,0.924443276
-0.079780374,0.339073643,1.134639699,0.098560809
-0.601341174,0.716021225,-0.776484228,1.704836255
0.715012121,0.951188949,0.672495822,1.211430721
-0.189032828,0.490530432,0.589776821,1.55258304
-0.932853069,-0.934100808,0.263169075,1.809995825
-0.544746567,0.393644147,-0.537679163,0.946001242
-0.905807468,-0.379952532,-1.639381006,0.68977236
0.802380034,2.170412624,0.411897603,-0.134146492
0.667225341,0.024230908,-1.05526393,1.448335288
0.030731249,1.227625254,1.388745997,0.749623879
-0.759805824,1.267008128,0.946160688,1.814516182
-0.366757361,0.410663068,1.141194676,1.548315023
0.227399222,1.989713962,1.580056716,1.18128435
-1.396679729,-0.061864456,-0.693203536,1.364168429
-0.299047391,0.23531249,1.519884571,1.49056705
1.326572066,0.9847261,0.108633586,2.07906074
1.499897743,2.463100761,-0.16580257,1.925575402
1.023051196,2.478906212,1.096798179,1.381110343
0.952080979,1.308478762,2.60406112,3.104670258
0.07080725,0.982334286,1.40332917,4.268534637
-1.085469383,0.835571466,1.060443616,2.850101126
0.697260401,2.401994412,1.089575206,1.614865159
-0.980925317,0.698215561,1.170141585,1.898042382
-0.113810405,1.639155231,2.09319244,2.325434719
0.481977795,1.167487255,0.129456767,2.066918452
-0.683924464,0.671557413,1.373774125,1.254039364
0.280339547,1.304490111,0.90739255,2.483917023
-0.140898932,1.707652697,-0.303588699,2.507288987
-0.021574329,1.614254687,1.07816505,1.442887647
0.09522202,0.10864631,1.61508645,1.397244132
-0.085919909,0.824652734,0.558054204,0.766383273
0.055555496,1.485101735,0.821696008,0.180392054
-1.77752277,-1.173643249,0.622832791,0.0632063
0.777553831,1.657697966,0.986821257,0.780030715
1.321656147,2.07443246,-1.127871343,0.185926096
0.184331598,1.12746024,1.060870849,0.089596909
-0.897308858,-0.325130772,1.165371812,0.413738599
0.910014832,2.133889113,0.87563012,1.194799641
0.654638484,1.289254557,-0.982605204,0.688335521
-0.905931837,0.645947446,1.750735292,-0.339158505
1.527660951,2.861472043,0.629571123,1.256103027
0.869223783,2.13660204,1.052325998,0.661791646
-0.277465104,1.767028055,2.797455024,0.868862922
0.882588987,1.847899581,1.807604707,1.657406056
0.078109104,1.333811805,0.869805642,1.113663253
0.929576224,1.53746958,2.064777812,0.314300196
1.244261482,2.026418574,1.033256126,1.121916392
0.925836556,2.142996457,0.466613097,0.830678926
-1.055401795,0.571418499,1.506397142,0.540060532
-1.061892361,0.365639552,1.491663585,-0.195254948
-0.334885133,0.852706639,0.439728864,1.253077772
0.392331972,2.480023766,0.582828065,0.660354966
1.202607641,2.467688727,0.381371299,-0.139813175
-0.611975561,1.321186153,1.439813117,-0.780492477
0.394397135,1.992971561,1.980886755,0.647235672
-0.479225167,1.689653331,1.628740025,0.477065145
-1.267176347,-0.938155098,2.484469184,0.363843639
0.390589796,1.95643866,1.516038185,0.678597723
-0.034055379,1.835176279,0.112526894,0.920536682
0.743154711,1.690766037,0.96783028,-0.050685722
0.864990243,1.38008292,1.767191215,0.29955617
-0.597196976,0.911235362,1.078830704,0.393139493
0.513117415,2.196577186,0.184470404,-0.166690494
